DOI,Filename
10.5281/zenodo.5747175,global_catch_firms_level0_view.zip
10.5281/zenodo.11410529,global_nominal_catch_firms_level0_public.csv
10.5281/zenodo.14184244,global_catch_tunaatlasird_level2.qs
10.5281/zenodo.1164128,global_catch_tunaatlasird_level2.csv
10.5281/zenodo.11460074,global_catch_firms_level0_public.csv
